# table	pos	column	type	not_null	default
journal_entries	7	description	text	t	
journal_entries	8	reference	character varying(100)	f	
journal_entries	9	status	character varying(50)	f	'posted'::character varying
journal_entries	10	is_adjusting	boolean	f	false
journal_entries	11	accounting_period	character varying(20)	f	
journal_entries	12	fiscal_year	integer	f	
journal_entries	13	posted_at	timestamp with time zone	f	
journal_entries	14	posted_by	uuid	f	
journal_entries	15	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
journal_entries	16	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
journal_entries	17	created_by	uuid	f	
journal_entries	18	updated_by	uuid	f	
journal_entry_lines	1	tenant_id	uuid	t	
journal_entry_lines	2	id	uuid	t	gen_random_uuid()
journal_entry_lines	3	entry_id	uuid	t	
journal_entry_lines	4	account_id	uuid	t	
journal_entry_lines	5	line_number	integer	t	
journal_entry_lines	6	currency	character varying(3)	t	
journal_entry_lines	7	debit_amount	numeric(15,2)	f	0
journal_entry_lines	8	credit_amount	numeric(15,2)	f	0
journal_entry_lines	9	exchange_rate	numeric(12,6)	f	1.0
journal_entry_lines	10	base_currency	character varying(3)	t	
journal_entry_lines	11	base_debit_amount	numeric(15,2)	f	0
journal_entry_lines	12	base_credit_amount	numeric(15,2)	f	0
journal_entry_lines	13	department_id	uuid	f	
journal_entry_lines	14	location_id	uuid	f	
journal_entry_lines	15	tracking_categories	jsonb	f	
journal_entry_lines	16	description	text	f	
journal_entry_lines	17	tax_amount	numeric(15,2)	f	0
journal_entry_lines	18	tax_rate_id	uuid	f	
journal_entry_lines	19	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payment_allocations	1	tenant_id	uuid	t	
payment_allocations	2	id	uuid	t	gen_random_uuid()
payment_allocations	3	payment_id	uuid	t	
payment_allocations	4	invoice_id	uuid	f	
payment_allocations	5	bill_id	uuid	f	
payment_allocations	6	amount	numeric(15,2)	t	
payment_allocations	7	base_amount	numeric(15,2)	t	
payment_allocations	8	fx_gain_loss	numeric(15,2)	f	0
payment_allocations	9	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payments	1	id	uuid	t	gen_random_uuid()
payments	2	tenant_id	uuid	t	
payments	3	payment_number	character varying(50)	f	
payments	4	payment_date	date	t	
payments	5	reference	character varying(100)	f	
payments	6	customer_id	uuid	f	
payments	7	vendor_id	uuid	f	
payments	8	currency	character varying(3)	t	
payments	9	amount	numeric(15,2)	t	
payments	10	exchange_rate	numeric(12,6)	f	1.0
payments	11	base_amount	numeric(15,2)	t	
payments	12	payment_method	payment_method	t	
payments	13	payment_gateway	character varying(50)	f	
payments	14	payment_gateway_id	character varying(100)	f	
payments	15	gateway_fee	numeric(15,2)	f	0
payments	16	bank_account_id	uuid	f	
payments	17	check_number	character varying(50)	f	
payments	18	status	character varying(50)	f	'completed'::character varying
payments	19	notes	text	f	
payments	20	journal_entry_id	uuid	f	
payments	21	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payments	22	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payments	23	created_by	uuid	f	
payments	24	updated_by	uuid	f	
payroll_deduction_definitions	1	id	uuid	t	gen_random_uuid()
payroll_deduction_definitions	2	tenant_id	uuid	t	
payroll_deduction_definitions	3	deduction_code	character varying(50)	t	
payroll_deduction_definitions	4	deduction_name	character varying(255)	t	
payroll_deduction_definitions	5	description	text	f	
payroll_deduction_definitions	6	category	character varying(50)	t	
payroll_deduction_definitions	7	reduces_federal_taxable	boolean	f	false
payroll_deduction_definitions	8	reduces_state_taxable	boolean	f	false
payroll_deduction_definitions	9	reduces_fica_taxable	boolean	f	false
payroll_deduction_definitions	10	reduces_india_taxable	boolean	f	false
payroll_deduction_definitions	11	has_annual_limit	boolean	f	false
payroll_deduction_definitions	12	annual_limit_amount	numeric(12,2)	f	
payroll_deduction_definitions	13	has_per_pay_limit	boolean	f	false
payroll_deduction_definitions	14	per_pay_limit_amount	numeric(12,2)	f	
payroll_deduction_definitions	15	calculation_method	character varying(50)	f	
payroll_deduction_definitions	16	default_percentage	numeric(5,2)	f	
payroll_deduction_definitions	17	default_amount	numeric(12,2)	f	
payroll_deduction_definitions	18	has_employer_match	boolean	f	false
payroll_deduction_definitions	19	employer_match_config	jsonb	f	
payroll_deduction_definitions	20	priority_order	integer	f	
payroll_deduction_definitions	21	is_active	boolean	f	true
payroll_deduction_definitions	22	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_deduction_definitions	23	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_deduction_definitions	24	deduction_def_id	text	f	
payroll_deduction_definitions	25	deduction_type	text	f	
payroll_deduction_definitions	26	max_amount	numeric(18,4)	f	
payroll_deduction_definitions	27	is_pretax	boolean	f	
payroll_employee_deductions	1	id	uuid	t	gen_random_uuid()
payroll_employee_deductions	2	tenant_id	uuid	t	
payroll_employee_deductions	3	employee_id	uuid	t	
payroll_employee_deductions	4	deduction_id	uuid	t	
payroll_employee_deductions	5	effective_from	date	t	
payroll_employee_deductions	6	effective_to	date	f	
payroll_employee_deductions	7	deduction_type	character varying(50)	t	
payroll_employee_deductions	8	percentage	numeric(5,2)	f	
payroll_employee_deductions	9	amount	numeric(12,2)	f	
payroll_employee_deductions	10	frequency	character varying(50)	f	
payroll_employee_deductions	11	employee_annual_limit	numeric(12,2)	f	
payroll_employee_deductions	12	ytd_deducted	numeric(12,2)	f	0
payroll_employee_deductions	13	garnishment_case_number	character varying(100)	f	
payroll_employee_deductions	14	garnishment_authority	character varying(255)	f	
payroll_employee_deductions	15	garnishment_total_amount	numeric(12,2)	f	
payroll_employee_deductions	16	garnishment_amount_remaining	numeric(12,2)	f	
payroll_employee_deductions	17	is_active	boolean	f	true
payroll_employee_deductions	18	suspended_from	date	f	
payroll_employee_deductions	19	suspended_to	date	f	
payroll_employee_deductions	20	suspension_reason	text	f	
payroll_employee_deductions	21	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_employee_deductions	22	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_employee_deductions	23	employee_deduction_id	text	f	
payroll_employee_deductions	24	deduction_def_id	uuid	t	
payroll_employee_deductions	25	calculation_method	text	f	
payroll_india_salary_structure	1	id	uuid	t	gen_random_uuid()
payroll_india_salary_structure	2	tenant_id	uuid	t	
payroll_india_salary_structure	3	employee_id	uuid	t	
payroll_india_salary_structure	4	effective_from	date	t	
payroll_india_salary_structure	5	effective_to	date	f	
payroll_india_salary_structure	6	annual_ctc	numeric(12,2)	t	
payroll_india_salary_structure	7	currency	character varying(3)	f	'INR'::character varying
payroll_india_salary_structure	8	basic_salary	numeric(12,2)	t	
payroll_india_salary_structure	9	dearness_allowance	numeric(12,2)	f	0
payroll_india_salary_structure	10	hra	numeric(12,2)	f	
payroll_india_salary_structure	11	conveyance_allowance	numeric(12,2)	f	
payroll_india_salary_structure	12	special_allowance	numeric(12,2)	f	
payroll_india_salary_structure	13	medical_allowance	numeric(12,2)	f	
payroll_india_salary_structure	14	education_allowance	numeric(12,2)	f	
payroll_india_salary_structure	15	other_allowances	jsonb	f	
payroll_india_salary_structure	16	performance_bonus	numeric(12,2)	f	
payroll_india_salary_structure	17	annual_bonus	numeric(12,2)	f	
payroll_india_salary_structure	18	mobile_reimbursement	numeric(12,2)	f	
payroll_india_salary_structure	19	internet_reimbursement	numeric(12,2)	f	
payroll_india_salary_structure	20	employer_epf	numeric(12,2)	f	
payroll_india_salary_structure	21	employer_esi	numeric(12,2)	f	
payroll_india_salary_structure	22	employer_nps	numeric(12,2)	f	
payroll_india_salary_structure	23	gratuity	numeric(12,2)	f	
payroll_india_salary_structure	24	monthly_gross	numeric(12,2)	f	
payroll_india_salary_structure	25	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_india_salary_structure	26	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_india_tax_declarations	1	id	uuid	t	gen_random_uuid()
payroll_india_tax_declarations	2	tenant_id	uuid	t	
payroll_india_tax_declarations	3	employee_id	uuid	t	
payroll_india_tax_declarations	4	financial_year	character varying(10)	t	
payroll_india_tax_declarations	5	tax_regime	character varying(20)	t	
payroll_india_tax_declarations	6	section_80c	numeric(12,2)	f	0
payroll_india_tax_declarations	7	section_80d	numeric(12,2)	f	0
payroll_india_tax_declarations	8	section_80e	numeric(12,2)	f	0
payroll_india_tax_declarations	9	section_80g	numeric(12,2)	f	0
payroll_india_tax_declarations	10	hra_exemption_claimed	numeric(12,2)	f	
payroll_india_tax_declarations	11	rent_paid_monthly	numeric(12,2)	f	
payroll_india_tax_declarations	12	metro_city	boolean	f	
payroll_india_tax_declarations	13	home_loan_interest	numeric(12,2)	f	
payroll_india_tax_declarations	14	lta_claimed	numeric(12,2)	f	
payroll_india_tax_declarations	15	previous_employer_income	numeric(12,2)	f	
payroll_india_tax_declarations	16	previous_employer_tds	numeric(12,2)	f	
payroll_india_tax_declarations	17	documents	jsonb	f	
payroll_india_tax_declarations	18	status	character varying(50)	f	'draft'::character varying
payroll_india_tax_declarations	19	submitted_at	timestamp with time zone	f	
payroll_india_tax_declarations	20	verified_by	uuid	f	
payroll_india_tax_declarations	21	verified_at	timestamp with time zone	f	
payroll_india_tax_declarations	22	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_india_tax_declarations	23	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_pay_schedules	1	id	uuid	t	gen_random_uuid()
payroll_pay_schedules	2	tenant_id	uuid	t	
payroll_pay_schedules	3	name	character varying(255)	t	
payroll_pay_schedules	4	name_i18n	jsonb	f	
payroll_pay_schedules	5	frequency	character varying(20)	t	
payroll_pay_schedules	6	anchor_date	date	t	
payroll_pay_schedules	7	timezone	character varying(100)	t	'America/New_York'::character varying
payroll_pay_schedules	8	currency	character varying(3)	t	'USD'::character varying
payroll_pay_schedules	9	location_ids	uuid[]	f	
payroll_pay_schedules	10	is_active	boolean	f	true
payroll_pay_schedules	11	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_pay_schedules	12	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_pay_schedules	13	created_by	uuid	f	
payroll_pay_schedules	14	updated_by	uuid	f	
payroll_pay_schedules	15	pay_day_of_week	text	f	
payroll_pay_schedules	16	pay_day_of_month	integer	f	
payroll_pay_schedules	17	pay_days_of_month	text	f	
payroll_pay_schedules	18	adjust_for_holidays	boolean	f	true
payroll_pay_schedules	19	holiday_adjustment	text	f	'before'::text
payroll_pay_schedules	20	adjust_for_weekends	boolean	f	true
payroll_pay_schedules	21	pay_period_days	integer	f	
payroll_pay_schedules	22	is_default	boolean	f	false
payroll_pay_schedules	23	configuration	text	f	'{}'::text
payroll_pay_schedules	24	next_pay_date	date	f	
payroll_pay_schedules	25	upcoming_pay_dates	text	f	'[]'::text
payroll_pay_schedules	26	description	text	f	
payroll_pay_schedules	27	version	integer	f	1
payroll_run_employees	1	id	uuid	t	gen_random_uuid()
payroll_run_employees	2	tenant_id	uuid	t	
payroll_run_employees	3	payroll_run_id	uuid	t	
payroll_run_employees	4	employee_id	uuid	t	
payroll_run_employees	5	status	character varying(50)	f	'pending'::character varying
payroll_run_employees	6	work_state	character varying(2)	f	
payroll_run_employees	7	work_country	character varying(2)	t	
payroll_run_employees	8	resident_state	character varying(2)	f	
payroll_run_employees	9	regular_hours	numeric(10,2)	f	
payroll_run_employees	10	overtime_hours	numeric(10,2)	f	
payroll_run_employees	11	double_time_hours	numeric(10,2)	f	
payroll_run_employees	12	pto_hours	numeric(10,2)	f	
payroll_run_employees	13	earnings	jsonb	t	
payroll_run_employees	14	gross_pay	numeric(12,2)	t	
payroll_run_employees	15	pretax_deductions	jsonb	f	
payroll_run_employees	16	total_pretax_deductions	numeric(12,2)	f	0
payroll_run_employees	17	taxable_wages	jsonb	t	
payroll_run_employees	18	taxes	jsonb	t	
payroll_run_employees	19	total_taxes	numeric(12,2)	t	
payroll_run_employees	20	employer_taxes	jsonb	f	
payroll_run_employees	21	posttax_deductions	jsonb	f	
payroll_run_employees	22	total_posttax_deductions	numeric(12,2)	f	0
payroll_run_employees	23	net_pay	numeric(12,2)	t	
payroll_run_employees	24	payment_method	payment_method	f	
payroll_run_employees	25	payment_details	jsonb	f	
payroll_run_employees	26	ytd_gross	numeric(15,2)	f	
payroll_run_employees	27	ytd_federal_wages	numeric(15,2)	f	
payroll_run_employees	28	ytd_federal_tax	numeric(15,2)	f	
payroll_run_employees	29	ytd_ss_wages	numeric(15,2)	f	
payroll_run_employees	30	ytd_ss_tax	numeric(15,2)	f	
payroll_run_employees	31	ytd_medicare_wages	numeric(15,2)	f	
payroll_run_employees	32	ytd_medicare_tax	numeric(15,2)	f	
payroll_run_employees	33	ytd_state_wages	numeric(15,2)	f	
payroll_run_employees	34	ytd_state_tax	numeric(15,2)	f	
payroll_run_employees	35	ytd_gross_inr	numeric(15,2)	f	
payroll_run_employees	36	ytd_tds	numeric(15,2)	f	
payroll_run_employees	37	ytd_epf_employee	numeric(15,2)	f	
payroll_run_employees	38	ytd_epf_employer	numeric(15,2)	f	
payroll_run_employees	39	ytd_esi_employee	numeric(15,2)	f	
payroll_run_employees	40	ytd_esi_employer	numeric(15,2)	f	
payroll_run_employees	41	pay_stub_url	text	f	
payroll_run_employees	42	pay_stub_generated_at	timestamp with time zone	f	
payroll_run_employees	43	calculation_details	jsonb	f	
payroll_run_employees	44	notes	text	f	
payroll_run_employees	45	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_run_employees	46	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_run_employees	47	run_employee_id	text	f	
payroll_runs	1	id	uuid	t	gen_random_uuid()
payroll_runs	2	tenant_id	uuid	t	
payroll_runs	3	pay_period_start	date	t	
payroll_runs	4	pay_period_end	date	t	
payroll_runs	5	pay_date	date	t	
payroll_runs	6	run_type	character varying(50)	t	
payroll_runs	7	run_status	character varying(50)	t	'draft'::character varying
payroll_runs	8	country	character varying(2)	t	
payroll_runs	9	pay_schedule_id	uuid	f	
payroll_runs	10	currency	character varying(3)	t	'USD'::character varying
payroll_runs	11	employee_count	integer	f	
payroll_runs	12	total_gross_pay	numeric(15,2)	f	
payroll_runs	13	total_net_pay	numeric(15,2)	f	
payroll_runs	14	total_taxes	numeric(15,2)	f	
payroll_runs	15	total_deductions	numeric(15,2)	f	
payroll_runs	16	calculated_at	timestamp with time zone	f	
payroll_runs	17	calculated_by	uuid	f	
payroll_runs	18	approved_at	timestamp with time zone	f	
payroll_runs	19	approved_by	uuid	f	
payroll_runs	20	finalized_at	timestamp with time zone	f	
payroll_runs	21	finalized_by	uuid	f	
payroll_runs	22	payment_file_generated_at	timestamp with time zone	f	
payroll_runs	23	payment_file_url	text	f	
payroll_runs	24	payment_submitted_at	timestamp with time zone	f	
payroll_runs	25	notes	text	f	
payroll_runs	26	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_runs	27	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_runs	28	created_by	uuid	f	
payroll_runs	29	run_id	text	f	
payroll_runs	30	run_number	text	f	
payroll_runs	31	status	text	t	'draft'::text
payroll_runs	32	processed_at	timestamp with time zone	f	
payroll_runs	33	processed_by	text	f	
payroll_tax_deposits	1	id	uuid	t	gen_random_uuid()
payroll_tax_deposits	2	tenant_id	uuid	t	
payroll_tax_deposits	3	deposit_type	character varying(50)	t	
payroll_tax_deposits	4	jurisdiction	character varying(50)	t	
payroll_tax_deposits	5	tax_period	character varying(50)	f	
payroll_tax_deposits	6	period_start	date	f	
payroll_tax_deposits	7	period_end	date	f	
payroll_tax_deposits	8	amount	numeric(15,2)	t	
payroll_tax_deposits	9	currency	character varying(3)	t	
payroll_tax_deposits	10	due_date	date	t	
payroll_tax_deposits	11	payment_date	date	f	
payroll_tax_deposits	12	payment_method	payment_method	f	
payroll_tax_deposits	13	confirmation_number	character varying(100)	f	
payroll_tax_deposits	14	payment_status	payment_status	f	
payroll_tax_deposits	15	tax_breakdown	jsonb	f	
payroll_tax_deposits	16	related_payroll_runs	uuid[]	f	
payroll_tax_deposits	17	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_tax_deposits	18	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_tax_deposits	19	created_by	uuid	f	
payroll_tax_deposits	20	deposit_id	text	f	
payroll_tax_deposits	21	deposit_date	date	f	
payroll_tax_deposits	22	tax_period_start	text	f	
payroll_tax_deposits	23	tax_period_end	text	f	
payroll_tax_deposits	24	total_amount	numeric(18,4)	f	
payroll_tax_deposits	25	status	text	f	
payroll_tax_rates	1	id	uuid	t	gen_random_uuid()
payroll_tax_rates	2	tenant_id	uuid	f	
payroll_tax_rates	3	tax_name	character varying(255)	t	
payroll_tax_rates	4	tax_name_i18n	jsonb	f	
payroll_tax_rates	5	tax_type	tax_type	t	
payroll_tax_rates	6	rate	numeric(8,5)	t	
payroll_tax_rates	7	is_compound	boolean	f	false
payroll_tax_rates	8	components	jsonb	f	
payroll_tax_rates	9	country_code	character varying(2)	f	
payroll_tax_rates	10	region	character varying(100)	f	
payroll_tax_rates	11	jurisdiction	character varying(255)	f	
payroll_tax_rates	12	effective_from	date	t	
payroll_tax_rates	13	effective_to	date	f	
payroll_tax_rates	14	tax_collected_account_id	uuid	f	
payroll_tax_rates	15	tax_paid_account_id	uuid	f	
payroll_tax_rates	16	is_reverse_charge	boolean	f	false
payroll_tax_rates	17	is_active	boolean	f	true
payroll_tax_rates	18	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_tax_rates	19	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_tax_rates	20	created_by	uuid	f	
payroll_tax_rates	21	updated_by	uuid	f	
payroll_tax_rates	22	tax_rate_id	text	f	
payroll_tax_rates	23	country	text	t	
payroll_tax_rates	24	jurisdiction_type	text	t	
payroll_tax_rates	25	jurisdiction_code	text	f	
payroll_tax_rates	26	tax_year	integer	t	
payroll_tax_rates	27	rate_structure	jsonb	t	
payroll_tax_rates	28	standard_deduction	numeric(18,4)	f	
payroll_tax_rates	29	personal_exemption	numeric(18,4)	f	
payroll_tax_rates	30	additional_threshold	numeric(18,4)	f	
payroll_tax_withholding_certificates	1	id	uuid	t	gen_random_uuid()
payroll_tax_withholding_certificates	2	tenant_id	uuid	t	
payroll_tax_withholding_certificates	3	employee_id	uuid	t	
payroll_tax_withholding_certificates	4	effective_from	date	t	
payroll_tax_withholding_certificates	5	effective_to	date	f	
payroll_tax_withholding_certificates	6	tax_year	integer	t	
payroll_tax_withholding_certificates	7	country	character varying(2)	t	
payroll_tax_withholding_certificates	8	us_filing_status	character varying(50)	f	
payroll_tax_withholding_certificates	9	us_multiple_jobs	boolean	f	
payroll_tax_withholding_certificates	10	us_step2_amount	numeric(12,2)	f	
payroll_tax_withholding_certificates	11	us_step3_dependents	numeric(12,2)	f	
payroll_tax_withholding_certificates	12	us_step4a_other_income	numeric(12,2)	f	
payroll_tax_withholding_certificates	13	us_step4b_deductions	numeric(12,2)	f	
payroll_tax_withholding_certificates	14	us_step4c_extra_withholding	numeric(12,2)	f	
payroll_tax_withholding_certificates	15	us_exempt	boolean	f	false
payroll_tax_withholding_certificates	16	state_withholding	jsonb	f	
payroll_tax_withholding_certificates	17	india_tax_regime	india_tax_regime	f	
payroll_tax_withholding_certificates	18	india_section_declarations	jsonb	f	
payroll_tax_withholding_certificates	19	india_previous_employer_income	numeric(15,2)	f	
payroll_tax_withholding_certificates	20	india_previous_employer_tds	numeric(15,2)	f	
payroll_tax_withholding_certificates	21	document_url	text	f	
payroll_tax_withholding_certificates	22	submitted_at	timestamp with time zone	f	
payroll_tax_withholding_certificates	23	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
payroll_tax_withholding_certificates	24	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
pii_erasures	1	id	uuid	t	gen_random_uuid()
pii_erasures	2	tenant_id	uuid	t	
pii_erasures	3	subject_type	text	t	
pii_erasures	4	subject_id	uuid	t	
pii_erasures	5	subject_label	text	f	
pii_erasures	6	reason	text	t	
pii_erasures	7	requested_by	uuid	f	
pii_erasures	8	erased_at	timestamp with time zone	t	now()
pii_erasures	9	created_at	timestamp with time zone	t	now()
pii_erasures	10	updated_at	timestamp with time zone	t	now()
pii_keys	1	id	uuid	t	gen_random_uuid()
pii_keys	2	tenant_id	uuid	t	
pii_keys	3	subject_type	text	t	'employee'::text
pii_keys	4	subject_id	uuid	t	
pii_keys	5	key_label	text	f	
pii_keys	6	kek_version	integer	t	
pii_keys	7	wrapped_dek	text	t	
pii_keys	8	created_at	timestamp with time zone	t	now()
pii_keys	9	updated_at	timestamp with time zone	t	now()
pm_automation_executions	1	id	uuid	t	gen_random_uuid()
pm_automation_executions	2	tenant_id	uuid	t	
pm_automation_executions	3	execution_id	text	f	
pm_automation_executions	4	automation_id	uuid	t	
pm_automation_executions	5	triggered_at	timestamp with time zone	f	
pm_automation_executions	6	execution_time_ms	integer	f	
pm_automation_executions	7	triggered_by	text	t	
pm_automation_executions	8	triggered_by_user_id	uuid	f	
pm_automation_executions	9	entity_type	text	t	
pm_automation_executions	10	entity_id	uuid	t	
pm_automation_executions	11	trigger_data	jsonb	f	'{}'::jsonb
pm_automation_executions	12	execution_status	text	t	
pm_automation_executions	13	actions_executed	integer	f	0
pm_automation_executions	14	actions_failed	integer	f	0
pm_automation_executions	15	error_message	text	f	
pm_automation_executions	16	error_stack	text	f	
pm_automation_executions	17	action_results	jsonb	f	'[]'::jsonb
pm_automation_executions	18	executed_at	timestamp with time zone	t	
pm_automation_executions	19	completed_at	timestamp with time zone	f	
pm_automation_executions	20	created_at	timestamp with time zone	t	now()
pm_automations	1	id	uuid	t	gen_random_uuid()
pm_automations	2	tenant_id	uuid	t	
pm_automations	3	automation_id	text	f	
pm_automations	4	scope	text	t	
pm_automations	5	project_id	uuid	f	
pm_automations	6	objective_id	uuid	f	
pm_automations	7	automation_name	text	t	
pm_automations	8	description	text	f	
pm_automations	9	trigger	jsonb	t	'{}'::jsonb
pm_automations	10	conditions	jsonb	f	'[]'::jsonb
pm_automations	11	actions	jsonb	t	'[]'::jsonb
pm_automations	12	action_delays	jsonb	f	'[]'::jsonb
pm_automations	13	is_active	boolean	f	true
pm_automations	14	execution_count	integer	f	0
pm_automations	15	last_executed_at	timestamp with time zone	f	
pm_automations	16	last_error	text	f	
pm_automations	17	suggested_by_ai	boolean	f	false
pm_automations	18	ai_confidence	numeric(18,4)	f	
pm_automations	19	created_from_natural_language	text	f	
pm_automations	20	max_executions_per_hour	integer	f	100
pm_automations	21	current_hour_executions	integer	f	0
pm_automations	22	current_hour_start	text	f	
pm_automations	23	created_at	timestamp with time zone	t	now()
pm_automations	24	updated_at	timestamp with time zone	t	now()
pm_automations	25	created_by	text	t	
pm_dashboard_widgets	1	id	uuid	t	gen_random_uuid()
pm_dashboard_widgets	2	tenant_id	uuid	t	
pm_dashboard_widgets	3	widget_id	text	f	
pm_dashboard_widgets	4	dashboard_id	uuid	t	
pm_dashboard_widgets	5	widget_type	text	t	
pm_dashboard_widgets	6	position_x	integer	t	
pm_dashboard_widgets	7	position_y	integer	t	
pm_dashboard_widgets	8	width	integer	t	4
pm_dashboard_widgets	9	height	integer	t	3
pm_dashboard_widgets	10	widget_title	text	f	
pm_dashboard_widgets	11	data_sources	jsonb	f	'{}'::jsonb
pm_dashboard_widgets	12	config	jsonb	f	'{}'::jsonb
pm_dashboard_widgets	13	display_order	integer	f	0
pm_dashboard_widgets	14	cache_updated_at	timestamp with time zone	f	
pm_dashboard_widgets	15	show_title	boolean	f	true
pm_dashboard_widgets	16	is_text_widget	boolean	f	false
pm_dashboard_widgets	17	cache_enabled	boolean	f	true
pm_dashboard_widgets	18	cached_data	jsonb	f	
pm_dashboard_widgets	19	cached_at	timestamp with time zone	f	
pm_dashboard_widgets	20	cache_ttl_seconds	integer	f	300
pm_dashboard_widgets	21	created_at	timestamp with time zone	t	now()
pm_dashboard_widgets	22	updated_at	timestamp with time zone	t	now()
pm_dashboard_widgets	23	created_by	text	t	
pm_dashboards	1	id	uuid	t	gen_random_uuid()
pm_dashboards	2	tenant_id	uuid	t	
pm_dashboards	3	dashboard_id	text	f	
pm_dashboards	4	scope	text	t	
pm_dashboards	5	objective_id	uuid	f	
pm_dashboards	6	dashboard_name	text	t	
pm_dashboards	7	description	text	f	
pm_dashboards	8	layout_type	text	f	'grid'::text
pm_dashboards	9	layout_config	jsonb	f	'{}'::jsonb
pm_dashboards	10	widget_count	integer	f	0
pm_dashboards	11	max_widgets	integer	f	30
pm_dashboards	12	visibility	text	f	'workspace'::text
pm_dashboards	13	owner_employee_id	uuid	f	
pm_dashboards	14	is_public	boolean	f	false
pm_dashboards	15	shared_with_users	jsonb	f	'[]'::jsonb
pm_dashboards	16	shared_with_teams	jsonb	f	'[]'::jsonb
pm_dashboards	17	auto_refresh_enabled	boolean	f	true
pm_dashboards	18	refresh_interval_seconds	integer	f	300
pm_dashboards	19	is_default	boolean	f	false
pm_dashboards	20	is_template	boolean	f	false
pm_dashboards	21	created_at	timestamp with time zone	t	now()
pm_dashboards	22	updated_at	timestamp with time zone	t	now()
pm_dashboards	23	created_by	text	t	
pm_dashboards	24	last_viewed_at	timestamp with time zone	f	
pm_dashboards	25	view_count	integer	f	0
pm_objectives	1	id	uuid	t	gen_random_uuid()
pm_objectives	2	tenant_id	uuid	t	
pm_objectives	3	objective_id	text	f	
pm_objectives	4	objective_number	text	t	
pm_objectives	5	objective_name	text	t	
pm_objectives	6	description	text	f	
pm_objectives	7	vision_statement	text	f	
pm_objectives	8	objective_type	text	t	'general'::text
pm_objectives	9	client_id	uuid	f	
pm_objectives	10	primary_contact_id	uuid	f	
pm_objectives	11	department_code	text	f	
pm_objectives	12	owner_employee_id	uuid	f	
pm_objectives	13	team_members	jsonb	f	'[]'::jsonb
pm_objectives	14	start_date	date	f	
pm_objectives	15	target_end_date	date	f	
pm_objectives	16	fiscal_year	text	f	
pm_objectives	17	quarter	text	f	
pm_objectives	18	status	text	t	'planning'::text
pm_objectives	19	health_status	text	t	'on_track'::text
pm_objectives	20	progress_percentage	numeric(18,4)	f	0.00
pm_objectives	21	target_revenue	numeric(18,4)	f	
pm_objectives	22	actual_revenue	numeric(18,4)	f	0.00
pm_objectives	23	target_profit_margin	numeric(18,4)	f	
pm_objectives	24	actual_profit_margin	numeric(18,4)	f	
pm_objectives	25	currency	text	f	'USD'::text
pm_objectives	26	kpis	jsonb	f	'[]'::jsonb
pm_objectives	27	success_criteria	text	f	
pm_objectives	28	color	text	f	
pm_objectives	29	icon	text	f	
pm_objectives	30	default_dashboard_id	uuid	f	
pm_objectives	31	is_visible_to_clients	boolean	f	false
pm_objectives	32	is_archived	boolean	f	false
pm_objectives	33	custom_fields	jsonb	f	'{}'::jsonb
pm_objectives	34	created_at	timestamp with time zone	t	now()
pm_objectives	35	updated_at	timestamp with time zone	t	now()
pm_objectives	36	created_by	text	t	
pm_objectives	37	updated_by	text	f	
pm_objectives	38	archived_at	timestamp with time zone	f	
pm_project_templates	1	id	uuid	t	gen_random_uuid()
pm_project_templates	2	tenant_id	uuid	t	
pm_project_templates	3	template_id	text	f	
pm_project_templates	4	name	text	t	
pm_project_templates	5	description	text	f	
pm_project_templates	6	category	text	f	
pm_project_templates	7	template_data	jsonb	t	'{}'::jsonb
pm_project_templates	8	is_public	boolean	f	false
pm_project_templates	9	use_count	integer	f	0
pm_project_templates	10	estimated_duration_days	integer	f	
pm_project_templates	11	estimated_hours	numeric(18,4)	f	
pm_project_templates	12	estimated_budget	numeric(18,4)	f	
pm_project_templates	13	created_at	timestamp with time zone	t	now()
