# table	pos	column	type	not_null	default
expenses	28	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
expenses	29	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
expenses	30	created_by	uuid	f	
expenses	31	updated_by	uuid	f	
firm_benefit_items	1	tenant_id	uuid	t	
firm_benefit_items	2	id	uuid	t	gen_random_uuid()
firm_benefit_items	3	benefits_package_id	uuid	t	
firm_benefit_items	4	benefit_type	character varying(50)	t	
firm_benefit_items	5	benefit_name	character varying(255)	t	
firm_benefit_items	6	benefit_name_i18n	jsonb	f	
firm_benefit_items	7	carrier_name	character varying(255)	f	
firm_benefit_items	8	carrier_varies_by_location	boolean	f	false
firm_benefit_items	9	costs_by_currency	jsonb	f	
firm_benefit_items	10	plan_details	jsonb	f	
firm_benefit_items	11	plan_details_i18n	jsonb	f	
firm_benefit_items	12	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_benefit_items	13	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_benefit_items	14	created_by	uuid	f	
firm_benefit_items	15	updated_by	uuid	f	
firm_benefit_items	16	is_active	boolean	t	true
firm_benefits_packages	1	id	uuid	t	gen_random_uuid()
firm_benefits_packages	2	tenant_id	uuid	t	
firm_benefits_packages	3	name	character varying(255)	t	
firm_benefits_packages	4	name_i18n	jsonb	f	
firm_benefits_packages	5	description	text	f	
firm_benefits_packages	6	description_i18n	jsonb	f	
firm_benefits_packages	7	eligibility_rules	jsonb	f	
firm_benefits_packages	8	is_active	boolean	f	true
firm_benefits_packages	9	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_benefits_packages	10	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_benefits_packages	11	created_by	uuid	f	
firm_benefits_packages	12	updated_by	uuid	f	
firm_benefits_plans	1	id	uuid	t	gen_random_uuid()
firm_benefits_plans	2	tenant_id	uuid	t	
firm_benefits_plans	3	plan_name	text	t	
firm_benefits_plans	4	plan_code	text	f	
firm_benefits_plans	5	plan_type	text	t	
firm_benefits_plans	6	carrier_name	text	f	
firm_benefits_plans	7	carrier_policy_number	text	f	
firm_benefits_plans	8	coverage_type	text	f	
firm_benefits_plans	9	network_type	text	f	
firm_benefits_plans	10	is_active	boolean	f	true
firm_benefits_plans	11	effective_date	date	t	
firm_benefits_plans	12	end_date	date	f	
firm_benefits_plans	13	employee_cost_monthly	numeric(15,2)	f	
firm_benefits_plans	14	employer_cost_monthly	numeric(15,2)	f	
firm_benefits_plans	15	total_premium_monthly	numeric(15,2)	f	
firm_benefits_plans	16	currency	text	f	'USD'::text
firm_benefits_plans	17	plan_details	jsonb	f	'{}'::jsonb
firm_benefits_plans	18	cost_tiers	text	f	'[]'::text
firm_benefits_plans	19	eligibility_rules	jsonb	f	'{}'::jsonb
firm_benefits_plans	20	open_enrollment_start	text	f	
firm_benefits_plans	21	open_enrollment_end	text	f	
firm_benefits_plans	22	allows_new_hire_enrollment	boolean	f	true
firm_benefits_plans	23	new_hire_enrollment_window_days	integer	f	30
firm_benefits_plans	24	allows_life_event_changes	boolean	f	true
firm_benefits_plans	25	life_event_window_days	integer	f	30
firm_benefits_plans	26	summary_of_benefits_url	text	f	
firm_benefits_plans	27	plan_document_url	text	f	
firm_benefits_plans	28	description	text	f	
firm_benefits_plans	29	internal_notes	text	f	
firm_benefits_plans	30	created_at	timestamp with time zone	t	now()
firm_benefits_plans	31	updated_at	timestamp with time zone	t	now()
firm_benefits_plans	32	created_by	text	t	
firm_benefits_plans	33	version	integer	f	1
firm_departments	1	id	uuid	t	gen_random_uuid()
firm_departments	2	tenant_id	uuid	t	
firm_departments	3	parent_department_id	uuid	f	
firm_departments	4	name	character varying(255)	t	
firm_departments	5	name_i18n	jsonb	f	
firm_departments	6	code	character varying(50)	f	
firm_departments	7	description	text	f	
firm_departments	8	description_i18n	jsonb	f	
firm_departments	9	location_id	uuid	f	
firm_departments	10	head_employee_id	uuid	f	
firm_departments	11	cost_center	character varying(50)	f	
firm_departments	12	budget_currency	character varying(3)	f	
firm_departments	13	is_active	boolean	f	true
firm_departments	14	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_departments	15	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_departments	16	created_by	uuid	f	
firm_departments	17	updated_by	uuid	f	
firm_departments	18	department_code	text	f	
firm_departments	19	parent_department_code	text	f	
firm_departments	20	location_code	text	f	
firm_holidays	1	tenant_id	uuid	t	
firm_holidays	2	id	uuid	t	gen_random_uuid()
firm_holidays	3	location_id	uuid	t	
firm_holidays	4	name	character varying(255)	t	
firm_holidays	5	name_i18n	jsonb	f	
firm_holidays	6	date	date	t	
firm_holidays	7	observed_at	timestamp with time zone	f	
firm_holidays	8	is_recurring	boolean	f	false
firm_holidays	9	recurrence_rule	character varying(100)	f	
firm_holidays	10	is_paid	boolean	f	true
firm_holidays	11	is_mandatory	boolean	f	true
firm_holidays	12	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_holidays	13	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_holidays	14	created_by	uuid	f	
firm_holidays	15	updated_by	uuid	f	
firm_holidays	16	holiday_id	text	f	
firm_holidays	17	location_code	text	t	
firm_holidays	18	is_active	boolean	t	true
firm_job_levels	1	id	uuid	t	gen_random_uuid()
firm_job_levels	2	tenant_id	uuid	t	
firm_job_levels	3	job_title_id	uuid	t	
firm_job_levels	4	level_name	character varying(100)	t	
firm_job_levels	5	level_name_i18n	jsonb	f	
firm_job_levels	6	salary_ranges	jsonb	t	
firm_job_levels	7	sort_order	integer	f	0
firm_job_levels	8	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_job_levels	9	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_job_levels	10	created_by	uuid	f	
firm_job_levels	11	updated_by	uuid	f	
firm_job_levels	12	is_active	boolean	t	true
firm_job_titles	1	id	uuid	t	gen_random_uuid()
firm_job_titles	2	tenant_id	uuid	t	
firm_job_titles	3	title	character varying(255)	t	
firm_job_titles	4	title_i18n	jsonb	f	
firm_job_titles	5	description	text	f	
firm_job_titles	6	description_i18n	jsonb	f	
firm_job_titles	7	is_exempt	boolean	f	false
firm_job_titles	8	eeoc_category	eeoc_category	f	
firm_job_titles	9	isco_code	character varying(10)	f	
firm_job_titles	10	is_active	boolean	f	true
firm_job_titles	11	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_job_titles	12	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_job_titles	13	created_by	uuid	f	
firm_job_titles	14	updated_by	uuid	f	
firm_locations	1	id	uuid	t	gen_random_uuid()
firm_locations	2	tenant_id	uuid	t	
firm_locations	3	name	character varying(255)	t	
firm_locations	4	name_i18n	jsonb	f	
firm_locations	5	address_line1	character varying(255)	f	
firm_locations	6	address_line2	character varying(255)	f	
firm_locations	7	city	character varying(100)	f	
firm_locations	8	state	character varying(100)	f	
firm_locations	9	postal_code	character varying(20)	f	
firm_locations	10	country	character varying(2)	t	'US'::character varying
firm_locations	11	timezone	character varying(100)	t	'America/New_York'::character varying
firm_locations	12	locale	character varying(10)	f	
firm_locations	13	currency	character varying(3)	f	
firm_locations	14	phone	character varying(20)	f	
firm_locations	15	email	character varying(255)	f	
firm_locations	16	working_hours	jsonb	f	
firm_locations	17	is_headquarters	boolean	f	false
firm_locations	18	is_active	boolean	f	true
firm_locations	19	capacity	integer	f	
firm_locations	20	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_locations	21	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_locations	22	created_by	uuid	f	
firm_locations	23	updated_by	uuid	f	
firm_locations	24	location_code	text	f	
firm_locations	25	holiday_calendar_id	text	f	
firm_payroll_policies	1	id	uuid	t	gen_random_uuid()
firm_payroll_policies	2	tenant_id	uuid	t	
firm_payroll_policies	3	location_id	uuid	f	
firm_payroll_policies	4	overtime_rules	jsonb	f	
firm_payroll_policies	5	time_rounding	character varying(20)	f	'none'::character varying
firm_payroll_policies	6	workweek_start_day	integer	f	0
firm_payroll_policies	7	require_time_tracking	boolean	f	true
firm_payroll_policies	8	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_payroll_policies	9	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
firm_payroll_policies	10	created_by	uuid	f	
firm_payroll_policies	11	updated_by	uuid	f	
firm_payroll_policies	12	is_active	boolean	t	true
hr_attendance	1	id	uuid	t	gen_random_uuid()
hr_attendance	2	tenant_id	uuid	t	
hr_attendance	3	attendance_id	text	f	
hr_attendance	4	employee_id	uuid	t	
hr_attendance	5	attendance_date	date	t	
hr_attendance	6	clock_in_time	timestamp with time zone	f	
hr_attendance	7	clock_out_time	timestamp with time zone	f	
hr_attendance	8	clock_in_location	text	f	
hr_attendance	9	clock_out_location	text	f	
hr_attendance	10	break_minutes	integer	f	0
hr_attendance	11	total_hours	numeric(18,4)	f	
hr_attendance	12	regular_hours	numeric(18,4)	f	
hr_attendance	13	overtime_hours	numeric(18,4)	f	
hr_attendance	14	status	text	t	'draft'::text
hr_attendance	15	approved_by	text	f	
hr_attendance	16	approved_at	timestamp with time zone	f	
hr_attendance	17	notes	text	f	
hr_attendance	18	created_at	timestamp with time zone	t	now()
hr_attendance	19	updated_at	timestamp with time zone	t	now()
hr_benefits_enrollments	1	id	uuid	t	gen_random_uuid()
hr_benefits_enrollments	2	tenant_id	uuid	t	
hr_benefits_enrollments	3	enrollment_id	text	f	
hr_benefits_enrollments	4	employee_id	uuid	t	
hr_benefits_enrollments	5	plan_year	integer	t	
hr_benefits_enrollments	6	benefit_type	text	t	
hr_benefits_enrollments	7	plan_name	text	t	
hr_benefits_enrollments	8	carrier	text	f	
hr_benefits_enrollments	9	coverage_level	coverage_level	f	
hr_benefits_enrollments	10	employee_cost_monthly	numeric(18,4)	f	
hr_benefits_enrollments	11	employer_cost_monthly	numeric(18,4)	f	
hr_benefits_enrollments	12	annual_election_amount	numeric(18,4)	f	
hr_benefits_enrollments	13	enrollment_date	date	t	
hr_benefits_enrollments	14	effective_date	date	t	
hr_benefits_enrollments	15	end_date	date	f	
hr_benefits_enrollments	16	status	text	f	'active'::text
hr_benefits_enrollments	17	dependents	jsonb	f	
hr_benefits_enrollments	18	beneficiaries	jsonb	f	
hr_benefits_enrollments	19	election_details	jsonb	f	
hr_benefits_enrollments	20	created_at	timestamp with time zone	t	now()
hr_benefits_enrollments	21	updated_at	timestamp with time zone	t	now()
hr_change_requests	1	id	uuid	t	gen_random_uuid()
hr_change_requests	2	tenant_id	uuid	t	
hr_change_requests	3	request_id	text	f	
hr_change_requests	4	requested_by	text	t	
hr_change_requests	5	requested_for	text	t	
hr_change_requests	6	request_type	text	t	
hr_change_requests	7	request_details	jsonb	t	
hr_change_requests	8	approval_chain	jsonb	f	
hr_change_requests	9	status	text	f	'pending'::text
hr_change_requests	10	comments	jsonb	f	
hr_change_requests	11	attached_documents	jsonb	f	
hr_change_requests	12	created_at	timestamp with time zone	t	now()
hr_change_requests	13	updated_at	timestamp with time zone	t	now()
hr_change_requests	14	resolved_at	timestamp with time zone	f	
hr_change_requests	15	resolved_by	text	f	
hr_company_news	1	id	uuid	t	gen_random_uuid()
hr_company_news	2	tenant_id	uuid	t	
hr_company_news	3	title	text	t	
hr_company_news	4	title_i18n	jsonb	f	
hr_company_news	5	body	text	t	
hr_company_news	6	body_i18n	jsonb	f	
hr_company_news	7	summary	text	f	
hr_company_news	8	post_type	text	t	'announcement'::text
hr_company_news	9	audience_department_code	text	f	
hr_company_news	10	audience_location_code	text	f	
hr_company_news	11	audience_group_id	uuid	f	
hr_company_news	12	subject_employee_id	uuid	f	
hr_company_news	13	event_date	date	f	
hr_company_news	14	event_location	text	f	
hr_company_news	15	is_pinned	boolean	t	false
hr_company_news	16	publish_at	timestamp with time zone	t	now()
hr_company_news	17	expires_at	timestamp with time zone	f	
hr_company_news	18	status	text	t	'published'::text
hr_company_news	19	attachments	jsonb	t	'[]'::jsonb
hr_company_news	20	created_at	timestamp with time zone	t	now()
hr_company_news	21	updated_at	timestamp with time zone	t	now()
hr_company_news	22	created_by	uuid	f	
hr_company_news	23	author_employee_id	uuid	f	
hr_emergency_contacts	1	id	uuid	t	gen_random_uuid()
hr_emergency_contacts	2	tenant_id	uuid	t	
hr_emergency_contacts	3	contact_id	text	f	
hr_emergency_contacts	4	employee_id	uuid	t	
hr_emergency_contacts	5	contact_name	text	t	
hr_emergency_contacts	6	relationship	text	t	
hr_emergency_contacts	11	is_primary	boolean	f	false
hr_emergency_contacts	12	notes	text	f	
hr_emergency_contacts	13	created_at	timestamp with time zone	t	now()
hr_emergency_contacts	14	updated_at	timestamp with time zone	t	now()
hr_emergency_contacts	15	phone_primary_ct	text	f	
hr_emergency_contacts	16	phone_secondary_ct	text	f	
hr_emergency_contacts	17	email_ct	text	f	
hr_emergency_contacts	18	address_ct	text	f	
hr_employee_documents	1	id	uuid	t	gen_random_uuid()
hr_employee_documents	2	tenant_id	uuid	t	
hr_employee_documents	3	document_id	text	f	
hr_employee_documents	4	employee_id	uuid	t	
hr_employee_documents	5	document_type	text	t	
hr_employee_documents	6	document_name	text	t	
hr_employee_documents	7	file_url	text	t	
hr_employee_documents	8	file_size_bytes	integer	f	
hr_employee_documents	9	mime_type	text	f	
hr_employee_documents	10	uploaded_by	text	t	
hr_employee_documents	11	upload_date	date	t	
hr_employee_documents	12	expiration_date	date	f	
hr_employee_documents	13	status	text	f	
hr_employee_documents	14	notes	text	f	
hr_employee_documents	15	created_at	timestamp with time zone	t	now()
hr_employee_documents	16	updated_at	timestamp with time zone	t	now()
hr_employment_history	1	id	uuid	t	gen_random_uuid()
hr_employment_history	2	tenant_id	uuid	t	
hr_employment_history	3	employee_id	uuid	t	
hr_employment_history	4	effective_date	date	t	
hr_employment_history	5	change_type	text	t	
hr_employment_history	6	previous_job_title	text	f	
hr_employment_history	7	previous_job_level	text	f	
hr_employment_history	8	previous_department_code	text	f	
hr_employment_history	9	previous_manager_id	uuid	f	
hr_employment_history	10	previous_location_code	text	f	
hr_employment_history	11	previous_employment_type	employment_type	f	
hr_employment_history	12	previous_fte	numeric(4,2)	f	
hr_employment_history	13	job_title	text	f	
hr_employment_history	14	job_level	text	f	
hr_employment_history	15	department_code	text	f	
hr_employment_history	16	manager_id	uuid	f	
hr_employment_history	17	location_code	text	f	
hr_employment_history	18	new_employment_type	employment_type	f	
hr_employment_history	19	fte	numeric(4,2)	f	
hr_employment_history	20	compensation_id	uuid	f	
hr_employment_history	21	compensation_amount	numeric(18,2)	f	
hr_employment_history	22	compensation_currency	character varying(3)	f	
hr_employment_history	23	compensation_type	compensation_type	f	
hr_employment_history	24	reason	text	t	
hr_employment_history	25	reason_notes	text	f	
hr_employment_history	26	approved_by	uuid	f	
hr_employment_history	27	created_at	timestamp with time zone	t	now()
hr_employment_history	28	created_by	uuid	f	
hr_feedback	1	id	uuid	t	gen_random_uuid()
hr_feedback	2	tenant_id	uuid	t	
hr_feedback	3	feedback_id	text	f	
hr_feedback	4	from_employee_id	uuid	t	
hr_feedback	5	to_employee_id	uuid	t	
hr_feedback	6	feedback_type	text	t	
hr_feedback	7	feedback_date	date	f	
hr_feedback	8	content	text	t	
hr_feedback	9	is_anonymous	boolean	f	false
hr_feedback	10	tags	jsonb	f	
hr_feedback	11	visibility	text	f	'private'::text
hr_feedback	12	status	text	f	
hr_feedback	13	created_at	timestamp with time zone	t	now()
hr_feedback	14	updated_at	timestamp with time zone	t	now()
hr_goals	1	id	uuid	t	gen_random_uuid()
hr_goals	2	tenant_id	uuid	t	
hr_goals	3	employee_id	uuid	t	
hr_goals	4	review_id	uuid	f	
hr_goals	5	objective_id	uuid	f	
hr_goals	6	goal_title	text	t	
hr_goals	7	goal_title_i18n	jsonb	f	
hr_goals	8	description	text	f	
hr_goals	9	category	text	f	
hr_goals	10	measurement_type	text	t	'percentage'::text
hr_goals	11	target_value	numeric(18,4)	f	
hr_goals	12	current_value	numeric(18,4)	f	
hr_goals	13	unit	text	f	
hr_goals	14	weight	numeric(5,2)	f	
hr_goals	15	status	text	t	'active'::text
hr_goals	16	progress_percentage	numeric(5,2)	t	0
hr_goals	17	start_date	date	f	
hr_goals	18	target_date	date	f	
hr_goals	19	completed_at	timestamp with time zone	f	
hr_goals	20	created_by	uuid	f	
hr_goals	21	created_at	timestamp with time zone	t	now()
hr_goals	22	updated_at	timestamp with time zone	t	now()
hr_onboarding_tasks	1	id	uuid	t	gen_random_uuid()
hr_onboarding_tasks	2	tenant_id	uuid	t	
hr_onboarding_tasks	3	task_id	text	f	
hr_onboarding_tasks	4	employee_id	uuid	t	
hr_onboarding_tasks	5	task_name	text	t	
hr_onboarding_tasks	6	description	text	f	
hr_onboarding_tasks	7	task_type	task_type	t	
hr_onboarding_tasks	8	assigned_to_employee_id	uuid	f	
hr_onboarding_tasks	9	due_date	date	f	
hr_onboarding_tasks	10	completion_date	date	f	
hr_onboarding_tasks	11	status	text	f	'pending'::text
hr_onboarding_tasks	12	template_data	jsonb	f	
hr_onboarding_tasks	13	result_data	jsonb	f	
hr_onboarding_tasks	14	priority	text	f	
hr_onboarding_tasks	15	created_at	timestamp with time zone	t	now()
hr_onboarding_tasks	16	updated_at	timestamp with time zone	t	now()
hr_onboarding_template_tasks	1	id	uuid	t	gen_random_uuid()
hr_onboarding_template_tasks	2	tenant_id	uuid	t	
hr_onboarding_template_tasks	3	template_id	uuid	t	
hr_onboarding_template_tasks	4	task_name	text	t	
hr_onboarding_template_tasks	5	task_name_i18n	jsonb	f	
hr_onboarding_template_tasks	6	description	text	f	
hr_onboarding_template_tasks	7	task_type	text	t	
hr_onboarding_template_tasks	8	phase	text	t	'first_day'::text
hr_onboarding_template_tasks	9	assignee_role	text	t	'employee'::text
hr_onboarding_template_tasks	10	due_offset_days	integer	t	0
hr_onboarding_template_tasks	11	sort_order	integer	t	0
hr_onboarding_template_tasks	12	is_required	boolean	t	true
hr_onboarding_template_tasks	13	reminder_days_before	integer	f	
hr_onboarding_template_tasks	14	task_config	jsonb	t	'{}'::jsonb
hr_onboarding_template_tasks	15	is_active	boolean	t	true
hr_onboarding_template_tasks	16	created_at	timestamp with time zone	t	now()
hr_onboarding_template_tasks	17	updated_at	timestamp with time zone	t	now()
hr_onboarding_templates	1	id	uuid	t	gen_random_uuid()
hr_onboarding_templates	2	tenant_id	uuid	t	
hr_onboarding_templates	3	template_code	text	t	
hr_onboarding_templates	4	template_name	text	t	
hr_onboarding_templates	5	template_name_i18n	jsonb	f	
hr_onboarding_templates	6	description	text	f	
hr_onboarding_templates	7	applies_to_department_code	text	f	
hr_onboarding_templates	8	applies_to_location_code	text	f	
hr_onboarding_templates	9	applies_to_employment_types	jsonb	t	'[]'::jsonb
hr_onboarding_templates	10	is_default	boolean	t	false
hr_onboarding_templates	11	is_active	boolean	t	true
hr_onboarding_templates	12	created_at	timestamp with time zone	t	now()
hr_onboarding_templates	13	updated_at	timestamp with time zone	t	now()
hr_onboarding_templates	14	created_by	uuid	f	
hr_review_cycles	1	id	uuid	t	gen_random_uuid()
hr_review_cycles	2	tenant_id	uuid	t	
hr_review_cycles	3	cycle_code	text	f	
hr_review_cycles	4	cycle_name	text	t	
hr_review_cycles	5	review_type	text	t	
hr_review_cycles	6	start_date	date	t	
hr_review_cycles	7	self_assessment_due	date	f	
hr_review_cycles	8	manager_assessment_due	date	f	
hr_review_cycles	9	review_meetings_due	date	f	
hr_review_cycles	10	cycle_close_date	date	f	
hr_review_cycles	11	status	text	t	'draft'::text
hr_review_cycles	12	template	jsonb	f	'{}'::jsonb
hr_review_cycles	13	is_active	boolean	f	true
hr_review_cycles	14	created_at	timestamp with time zone	t	now()
hr_review_cycles	15	updated_at	timestamp with time zone	t	now()
hr_review_cycles	16	created_by	text	t	
hr_reviews	1	id	uuid	t	gen_random_uuid()
hr_reviews	2	tenant_id	uuid	t	
hr_reviews	3	review_id	text	f	
hr_reviews	4	employee_id	uuid	t	
hr_reviews	5	reviewer_id	uuid	t	
hr_reviews	6	cycle_code	text	t	
hr_reviews	7	review_type	text	f	
hr_reviews	8	review_date	date	f	
hr_reviews	9	self_assessment	jsonb	f	'{}'::jsonb
hr_reviews	10	manager_assessment	jsonb	f	'{}'::jsonb
hr_reviews	11	goals	jsonb	f	'[]'::jsonb
hr_reviews	12	competencies	jsonb	f	'[]'::jsonb
hr_reviews	13	overall_rating	numeric(18,4)	f	
hr_reviews	14	status	text	t	'not_started'::text
hr_reviews	15	created_at	timestamp with time zone	t	now()
hr_reviews	16	updated_at	timestamp with time zone	t	now()
hr_survey_responses	1	id	uuid	t	gen_random_uuid()
hr_survey_responses	2	tenant_id	uuid	t	
hr_survey_responses	3	response_id	text	f	
hr_survey_responses	4	survey_id	uuid	t	
hr_survey_responses	5	respondent_id	uuid	f	
hr_survey_responses	6	responses	text	t	
hr_survey_responses	7	is_complete	boolean	f	
hr_survey_responses	8	submitted_at	timestamp with time zone	t	
hr_survey_responses	9	created_at	timestamp with time zone	t	now()
hr_survey_responses	10	updated_at	timestamp with time zone	t	now()
hr_surveys	1	id	uuid	t	gen_random_uuid()
hr_surveys	2	tenant_id	uuid	t	
hr_surveys	3	survey_id	text	f	
hr_surveys	4	survey_name	text	t	
hr_surveys	5	survey_type	text	t	
hr_surveys	6	description	text	f	
hr_surveys	7	questions	jsonb	t	
hr_surveys	8	target_audience	text	f	
hr_surveys	9	is_anonymous	boolean	f	false
hr_surveys	10	start_date	date	t	
hr_surveys	11	end_date	date	t	
hr_surveys	12	status	text	f	'draft'::text
hr_surveys	13	response_count	integer	f	0
hr_surveys	14	response_rate	numeric(18,4)	f	
hr_surveys	15	aggregate_results	text	f	
hr_surveys	16	created_at	timestamp with time zone	t	now()
hr_surveys	17	updated_at	timestamp with time zone	t	now()
hr_surveys	18	created_by	text	t	
hr_time_off_balances	1	id	uuid	t	gen_random_uuid()
hr_time_off_balances	2	tenant_id	uuid	t	
hr_time_off_balances	3	employee_id	uuid	t	
hr_time_off_balances	4	policy_id	uuid	t	
hr_time_off_balances	5	accrual_year	integer	t	
hr_time_off_balances	6	opening_balance	numeric(10,2)	t	0
hr_time_off_balances	7	accrued	numeric(10,2)	t	0
hr_time_off_balances	8	used	numeric(10,2)	t	0
hr_time_off_balances	9	pending	numeric(10,2)	t	0
hr_time_off_balances	10	adjusted	numeric(10,2)	t	0
hr_time_off_balances	11	carried_over	numeric(10,2)	t	0
hr_time_off_balances	12	carryover_expires_on	date	f	
hr_time_off_balances	13	forfeited	numeric(10,2)	t	0
hr_time_off_balances	14	current_balance	numeric(10,2)	t	0
hr_time_off_balances	15	unit	text	t	'days'::text
hr_time_off_balances	16	last_accrual_at	timestamp with time zone	f	
hr_time_off_balances	17	created_at	timestamp with time zone	t	now()
hr_time_off_balances	18	updated_at	timestamp with time zone	t	now()
hr_time_off_policies	1	id	uuid	t	gen_random_uuid()
hr_time_off_policies	2	tenant_id	uuid	t	
hr_time_off_policies	3	policy_code	text	f	
hr_time_off_policies	4	template_id	uuid	f	
hr_time_off_policies	5	policy_name	text	t	
hr_time_off_policies	6	time_off_type	text	t	
hr_time_off_policies	7	accrual_rules	jsonb	f	'{}'::jsonb
hr_time_off_policies	8	employment_types	jsonb	f	'["full_time"]'::jsonb
hr_time_off_policies	9	location_codes	jsonb	f	'[]'::jsonb
hr_time_off_policies	10	is_active	boolean	f	true
hr_time_off_policies	11	created_at	timestamp with time zone	t	now()
hr_time_off_policies	12	updated_at	timestamp with time zone	t	now()
hr_time_off_policies	13	created_by	text	t	
hr_time_off_requests	1	id	uuid	t	gen_random_uuid()
hr_time_off_requests	2	tenant_id	uuid	t	
hr_time_off_requests	3	request_id	text	f	
hr_time_off_requests	4	employee_id	uuid	t	
hr_time_off_requests	5	policy_code	text	t	
hr_time_off_requests	6	start_date	date	t	
hr_time_off_requests	7	end_date	date	t	
hr_time_off_requests	8	total_hours	numeric(18,4)	t	
hr_time_off_requests	9	status	text	t	'pending'::text
hr_time_off_requests	10	reason	text	f	
hr_time_off_requests	11	approver_id	uuid	f	
hr_time_off_requests	12	approved_at	timestamp with time zone	f	
hr_time_off_requests	13	denied_at	timestamp with time zone	f	
hr_time_off_requests	14	denial_reason	text	f	
hr_time_off_requests	15	submitted_at	timestamp with time zone	t	
hr_time_off_requests	16	updated_at	timestamp with time zone	t	now()
invoice_lines	1	tenant_id	uuid	t	
invoice_lines	2	id	uuid	t	gen_random_uuid()
invoice_lines	3	invoice_id	uuid	t	
invoice_lines	4	line_number	integer	t	
invoice_lines	5	description	text	t	
invoice_lines	6	quantity	numeric(10,2)	t	1
invoice_lines	7	unit_price	numeric(15,2)	t	
invoice_lines	8	amount	numeric(15,2)	t	
invoice_lines	9	discount_percent	numeric(5,2)	f	0
invoice_lines	10	discount_amount	numeric(15,2)	f	0
invoice_lines	11	tax_rate_id	uuid	f	
invoice_lines	12	tax_amount	numeric(15,2)	f	0
invoice_lines	13	revenue_account_id	uuid	t	
invoice_lines	14	tracking_categories	jsonb	f	
invoice_lines	15	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
invoices	1	id	uuid	t	gen_random_uuid()
invoices	2	tenant_id	uuid	t	
invoices	3	customer_id	uuid	t	
invoices	4	invoice_number	character varying(50)	t	
invoices	5	reference	character varying(100)	f	
invoices	6	invoice_date	date	t	
invoices	7	due_date	date	t	
invoices	8	currency	character varying(3)	t	
invoices	9	exchange_rate	numeric(12,6)	f	1.0
invoices	10	base_currency	character varying(3)	t	
invoices	11	subtotal	numeric(15,2)	t	
invoices	12	tax_total	numeric(15,2)	f	0
invoices	13	total	numeric(15,2)	t	
invoices	14	amount_paid	numeric(15,2)	f	0
invoices	15	amount_due	numeric(15,2)	t	
invoices	16	base_subtotal	numeric(15,2)	t	
invoices	17	base_tax_total	numeric(15,2)	f	0
invoices	18	base_total	numeric(15,2)	t	
invoices	19	base_amount_paid	numeric(15,2)	f	0
invoices	20	base_amount_due	numeric(15,2)	t	
invoices	21	status	character varying(50)	f	'draft'::character varying
invoices	22	payment_url	character varying(500)	f	
invoices	23	payment_gateway	character varying(50)	f	
invoices	24	payment_gateway_id	character varying(100)	f	
invoices	25	payment_terms	character varying(50)	f	
invoices	26	notes	text	f	
invoices	27	footer_text	text	f	
invoices	28	tracking_categories	jsonb	f	
invoices	29	pdf_url	text	f	
invoices	30	sent_at	timestamp with time zone	f	
invoices	31	viewed_at	timestamp with time zone	f	
invoices	32	paid_at	timestamp with time zone	f	
invoices	33	journal_entry_id	uuid	f	
invoices	34	is_recurring	boolean	f	false
invoices	35	recurring_schedule_id	uuid	f	
invoices	36	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
invoices	37	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
invoices	38	created_by	uuid	f	
invoices	39	updated_by	uuid	f	
jobs	1	id	uuid	t	gen_random_uuid()
jobs	2	tenant_id	uuid	t	
jobs	3	job_type	text	t	
jobs	4	payload	jsonb	t	'{}'::jsonb
jobs	5	status	text	t	'pending'::text
jobs	6	priority	integer	t	100
jobs	7	attempts	integer	t	0
jobs	8	max_attempts	integer	t	3
jobs	9	run_after	timestamp with time zone	t	now()
jobs	10	started_at	timestamp with time zone	f	
jobs	11	completed_at	timestamp with time zone	f	
jobs	12	last_error	text	f	
jobs	13	result	jsonb	f	
jobs	14	created_by	uuid	f	
jobs	15	created_at	timestamp with time zone	t	now()
journal_entries	1	id	uuid	t	gen_random_uuid()
journal_entries	2	tenant_id	uuid	t	
journal_entries	3	entry_number	character varying(50)	t	
journal_entries	4	entry_date	date	t	
journal_entries	5	source_type	character varying(50)	f	
journal_entries	6	source_id	uuid	f	
